"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FAM13A",7126.78542640036,-4.08016692807897,0.697535545996608,-4.41578489548968,1.00644128796293e-05,0.000852564308690555
"ODZ1",179.249553982443,-4.12792748613231,0.69048090813684,-4.53007092487547,5.89638888799124e-06,0.000542924710435945
"ANGPTL7",108.86580174742,-4.85451798800103,1.03071898549161,-3.73964003987234,0.000184283959768991,0.00872496194182995
"GLYAT",941.518621325034,-8.61358627148005,1.33091634505091,-5.72055959774752,1.06173776829735e-08,2.63336610308812e-06
"NMUR1",285.209489760405,-5.04628916647985,0.796102896495153,-5.08262083242463,3.72262345599935e-07,5.49834666180553e-05
"TRDN",121.564169413205,-6.28522502892332,1.12263654537188,-4.7078683218642,2.50320709335612e-06,0.000265386023191946
"ABCA10",599.033729609813,-4.72743567615758,0.621770548010702,-5.99487333081821,2.03644113870758e-09,6.28423916392958e-07
"ABCA9",2827.57505228602,-4.94633268990115,0.798831420920344,-4.94013203105423,7.80696898076878e-07,9.84760809902666e-05
"ABCA8",5454.48669209982,-5.23732281697032,0.852811546078063,-4.96865085429139,6.74203389311137e-07,8.69470803782519e-05
"NDC80",575.402889054287,4.3969863381865,0.898788024913006,3.77951891216541,0.00015713165898815,0.0078270593173222
"SORBS1",29972.6404104702,-4.72754996152878,0.681839912233044,-5.46689903986546,4.57976724886466e-08,9.42178069376551e-06
"POSTN",49795.8448316784,3.08582421021958,0.508680281728393,4.10046208815558,4.12325984141507e-05,0.0027092795938971
"CHL1",2994.13452232077,-4.59250811519897,0.787917258303488,-4.55949920799325,5.12757502770718e-06,0.000486866066229713
"ALDH1L1",3170.19778416206,-6.67579532642882,1.0024022345572,-5.66219340975038,1.49450238473885e-08,3.63753460713691e-06
"PROKR1",17.477229916386,-6.4730221975254,1.3459890961092,-4.06617127385807,4.77918179688632e-05,0.00309322249558024
"LYVE1",4890.22977400022,-6.33733509316139,0.796208904766332,-6.70343556974883,2.03575479250458e-11,1.40719514277087e-08
"UTS2",18.4941070352502,6.95188724677722,1.35755007793957,4.38428559174092,1.16367029385459e-05,0.000953051485692
"LILRB5",832.311764901916,-4.6284499222704,0.910447234165193,-3.98534894292627,6.73810320908138e-05,0.00414381357851015
"UBE2C",2664.10452900735,6.49501894107101,1.09218806676775,5.03120214207531,4.87413902512737e-07,6.79274165267953e-05
"ADAMTS5",3809.19365464278,-3.1040790614994,0.396850983244459,-5.30193737784768,1.14580148506935e-07,2.0000601478266e-05
"FAM107A",2431.42768510289,-4.3631818007984,0.546092780773402,-6.15862710368612,7.33782786344317e-10,2.75663050669916e-07
"MMRN1",1697.20461527082,-4.29225750763729,0.756325884194133,-4.3529615691326,1.34310701839553e-05,0.00107954569232061
"TPX2",3934.23278403184,4.90131001422347,0.805591471227919,4.84278961925567,1.28028824809657e-06,0.000151538775447649
"MAST1",112.96401173616,5.45034135076503,0.939473208381634,4.73706041967,2.1684053289219e-06,0.000235674292384273
"SIK2",8542.07175752407,-3.4935012890507,0.637822072568209,-3.90939949602331,9.25258402323569e-05,0.00534762222426542
"NCAPH",794.231895959002,4.48729194536266,0.842340178117357,4.14000428325383,3.47299336723063e-05,0.00235359993643578
"ABCA5",1530.97386500956,-1.88520955597239,0.211755889134778,-4.18033028308827,2.91085995664534e-05,0.0020448199557231
"MAPK8IP2",1638.01868621219,4.45281150895101,0.639062214733847,5.40293484631855,6.55592776971078e-08,1.23144551943883e-05
"BHMT2",1123.19938010038,-3.94558984382592,0.745063576147066,-3.95347449281899,7.70244783716865e-05,0.00458053538898866
"KIF4A",1003.2197079822,5.09100470216321,1.04958133166872,3.89774911074206,9.70909270244236e-05,0.00551917207206929
"PAMR1",1639.92918829283,-3.50533645889491,0.554773195497355,-4.51596522548078,6.30290078088356e-06,0.000565802458914773
"CCDC69",6527.49295539499,-4.15801116970555,0.69916886637921,-4.51680748609412,6.27789314719743e-06,0.000565802458914773
"PCOLCE2",5675.24529667539,-5.16792797508805,0.992524269107905,-4.19932096857868,2.67716606706708e-05,0.0019357366864011
"PCSK1N",210.929786907261,5.27084403521145,1.14137383871654,3.74184503826892,0.000182674150076709,0.00869639665971241
"CDH20",63.8284445148718,-7.4722877147418,1.28759744596656,-5.02663913711266,4.99150362888289e-07,6.84588684212105e-05
"UBE2T",989.38862221512,4.29639590987588,0.865877836315024,3.8069988301174,0.00014066341046045,0.00727785747355401
"TRHDE",313.602676329245,-6.44656349097794,1.14368132120883,-4.76230868684741,1.91390614690124e-06,0.000217593500819739
"DMGDH",436.404170002009,-4.29396363816742,0.790422634268067,-4.16734477905941,3.0816821608792e-05,0.00213873692458448
"KCNIP2",9244.49758724764,-7.24059674405953,1.05407740381483,-5.92043499032811,3.21091202499911e-09,9.40470689898468e-07
"CD209",1154.27644529158,-4.16794789559356,0.801179624645027,-3.95410442071235,7.68218560033945e-05,0.00458053538898866
"G0S2",8479.85930157702,-6.47284681509,0.881497094983212,-6.20858179367481,5.34648932478089e-10,2.09983368230769e-07
"PDE11A",596.545305380466,-4.11972582603757,0.722750836608738,-4.31646103749367,1.58550651507977e-05,0.00124541536759516
"MLXIPL",1748.25722069841,-6.18685668951238,0.798925822531892,-6.49228819901528,8.45423295882667e-11,4.27583254085537e-08
"NUSAP1",1365.7349455914,3.93007376885624,0.773998682292476,3.78563146926526,0.000153318750412651,0.0077244936614607
"KLRF1",38.641566550608,-3.37534422402084,0.635024070997519,-3.74055777175433,0.000183612335037064,0.00871704604883382
"ANGPT4",45.7069437086586,-5.36606243291455,0.991363465222541,-4.40409858349426,1.06224633159039e-05,0.000891100915350173
"CES4",106.554601283627,-4.3059666553606,0.88947757211072,-3.71675099970827,0.000201801151352611,0.00934939865019966
"SNTG2",46.0011481165136,-4.7668435365653,0.999118400256147,-3.77016731510458,0.000163138140124821,0.00800906306675292
"ANLN",2318.91697967984,4.78031937720308,0.811117232827753,4.66063255002482,3.15239069654567e-06,0.000320449786041211
"ACSM5",940.007829577448,-6.26846586336516,0.826688853318492,-6.37297314729296,1.85398356621349e-10,8.43123421256194e-08
"CDCA8",972.71515289195,4.15089354312662,0.821596585622911,3.83508597560408,0.000125520379705541,0.00667420825135832
"CEP55",1015.91166485952,4.72019812507886,0.936022119093506,3.97447672356471,7.05341594943654e-05,0.00426189094483262
"TMEM100",742.03677849314,-3.81582569354929,0.720847058462043,-3.90627340500906,9.37304554833439e-05,0.00539918667069222
"NIPSNAP3B",637.793761698746,-4.05217091895782,0.812961376575265,-3.75438613309725,0.000173766815470112,0.0084113847006695
"HJURP",545.340787428203,4.73444248643941,0.913413823249515,4.08844533702582,4.3427384917901e-05,0.0028319571274198
"MCM10",897.726490733842,4.78344973804895,0.983573473525038,3.84663661626559,0.000119750371338546,0.00648716666802949
"STAB2",63.0361713810546,-4.19510727258694,0.768274408255207,-4.15880997499735,3.19909889707494e-05,0.00218512363795858
"ST6GALNAC1",132.224438195096,-4.09381081397237,0.538870949320547,-5.74128335898104,9.39617107714646e-09,2.49808049821797e-06
"BEX1",571.373082607246,4.7188283987145,0.992795880588433,3.745813687815,0.000179810007040505,0.00860747017082262
"LMO3",1186.61215922976,-4.68682581495273,0.868181868832924,-4.24660540297719,2.17033702546008e-05,0.0016166204369386
"LOC55908",101.853483560511,-6.26863146966755,1.0816151264235,-4.87107783624382,1.10991101379738e-06,0.000134128477128899
"SLC7A10",1540.28836749443,-7.7881338170309,1.44648097753516,-4.69286075825072,2.69410868260979e-06,0.00027878378529449
"CYP26B1",1099.75100903298,-3.47181080642202,0.635227975478434,-3.89121843155653,9.97420892724496e-05,0.00565128867120394
"SEMA3G",7849.34909328261,-4.76158320146886,0.754265920372478,-4.98707829675147,6.12992276924115e-07,8.14855349040433e-05
"ZNF695",202.050972013713,5.29162814674743,0.909488487240608,4.71872729226979,2.37324707758502e-06,0.000254733433215818
"KIAA1199",890.68376793482,5.8699132396466,0.783473208773411,6.21580059804575,5.10636163795208e-10,2.05216361547558e-07
"HHATL",31.7821878495331,-7.93771180423422,1.68704737532932,-4.11233964480691,3.91669508816504e-05,0.0025932723302138
"GPAM",33944.3562521231,-5.66884537410549,0.868471217808753,-5.37593564227205,7.61860035584937e-08,1.38586350262561e-05
"PAPPA2",218.154168545495,-5.84112959197654,0.979397243749712,-4.94296836433992,7.69419731793088e-07,9.77672234199732e-05
"CIDEC",15580.9293209575,-8.86300747275222,1.14081699872163,-6.89243540512047,5.48451988632971e-12,5.23934164180476e-09
"ANO3",369.064260395201,-6.57970786365923,1.0077168772208,-5.53697967136129,3.07732253581679e-08,6.90639100538311e-06
"TNMD",402.84543168172,-5.70622999357357,0.966513001775551,-4.86928782636954,1.12001169603057e-06,0.000134372976398687
"HIF3A",592.355616639542,-5.08519452654867,0.846776806474697,-4.82440531591336,1.40421604348798e-06,0.000163961198969701
"EBF2",304.128913202178,-3.47615171189409,0.66290062149062,-3.73532869274754,0.000187470162016401,0.00880345616794954
"MOSC1",5757.53204345899,-4.00900023176713,0.764473232066194,-3.93604393921616,8.2835812874998e-05,0.0048724832510812
"KREMEN2",144.05743383769,6.25534010674469,1.04489474157793,5.02954019924382,4.91657418821067e-07,6.79706548371748e-05
"LRRC2",155.43297310009,-3.92084578145571,0.771884779567497,-3.78404375727207,0.000154300677157231,0.00775136628475032
"C14orf139",2097.48116298533,-4.71133212712451,0.684415632764667,-5.42262910058432,5.87287695717192e-08,1.12348951915775e-05
"E2F8",169.946625617653,4.60463256970487,0.938227375117416,3.84196055807236,0.000122055453116824,0.00655043566867029
"SHCBP1",457.185524853632,3.684321485096,0.679035667928015,3.95313768021471,7.71330246048087e-05,0.00458053538898866
"C7orf58",4035.2311647403,-4.31469141342597,0.745744531135938,-4.44480820848521,8.79703103074732e-06,0.000756325837026589
"FRMD1",205.549084312898,-7.16844505165001,1.10099144232967,-5.60262760861952,2.11126495288537e-08,4.99791365079618e-06
"SVEP1",13960.6182665773,-4.16642646495615,0.817608881540457,-3.87278873364277,0.000107597091137383,0.00595956837161898
"SLC19A3",9691.6697862441,-7.01663093323881,1.10492898687342,-5.44526481313869,5.17283698548602e-08,1.01581586302482e-05
"ITIH5",13892.67492691,-4.92917827508265,0.620072684695799,-6.33664144875252,2.34827598350903e-10,9.89769689537061e-08
"C12orf39",542.212457025271,-11.0451784248367,1.6435757375985,-6.11178310499647,9.85240304931817e-10,3.47468116520954e-07
"FAM83D",820.935255884435,5.02834152567974,0.825985301038161,4.87701357471691,1.07704026099505e-06,0.00013200235993089
"CABLES2",1033.36702127502,2.46327638922623,0.38784805824554,3.77280834109488,0.000161420287520084,0.00794730481092469
"KIF18A",357.764069314147,3.80265030903721,0.754518533395818,3.71448835911755,0.000203615242126523,0.00940822192296376
"CDCA3",687.291253864388,4.92713646186817,0.934692459881477,4.20152791471768,2.6511954842499e-05,0.00192501299005557
"NUF2",1156.22081496461,5.81466547601081,1.0242984924018,4.70045158879544,2.59586792571899e-06,0.000273531668441158
"SLC25A18",173.164328485935,-3.38207291578607,0.635907474037892,-3.74594263008163,0.000179717662452377,0.00860747017082262
"FGFBP2",523.883718824749,-5.37653625889715,0.929447078029071,-4.70875250711183,2.49237473571063e-06,0.000265386023191946
"ZNF469",1058.496829767,2.27858054745285,0.306359391297153,4.17346614392733,3.00000258854136e-05,0.00209890869362685
"ATOH8",705.954015961973,-4.67536949801912,0.488328685061071,-7.52642556224088,5.21481865701733e-14,1.50195468686527e-10
"LGALS12",3922.71996114919,-8.15193367434541,1.28803994998005,-5.55257131151574,2.81497819633253e-08,6.48608509477634e-06
"LOC90586",36.3301517837917,-4.65905746235192,0.977620533378747,-3.7428197725204,0.0001819667450404,0.00868665005813027
"CHRDL1",15113.8879146661,-5.23966222216598,0.833208030184683,-5.0883597716002,3.61173697421664e-07,5.38055402167566e-05
"TMEM132C",3057.50762254388,-6.90548583522024,1.07645470514976,-5.48605139349422,4.11017363767572e-08,8.66194032105783e-06
"PKHD1L1",107.443851788913,-4.50499623787676,0.715942245865646,-4.89564103545652,9.79857871023546e-07,0.000120949456208271
"MYOCD",100.871950429961,-4.52839406018422,0.650837170068801,-5.42131614857097,5.91618229520021e-08,1.12348951915775e-05
"FAM54A",287.528234476117,4.7211436978799,0.967573397488282,3.84585159899972,0.00012013445988858,0.00648763625417046
"RPLP0P2",155.500127358575,3.71470696813932,0.570616415719182,4.7574988965535,1.96006328001233e-06,0.000221384663672504
"GPR146",1656.11078940925,-4.35746832587265,0.651322749420362,-5.15484577939369,2.5383975248138e-07,3.95189618255021e-05
"SLC22A12",31.8006418973712,-8.51839475767207,1.66504797735597,-4.51542229408368,6.31907149878775e-06,0.000565802458914773
"RBP7",2055.21324027919,-3.5327959691074,0.653332160630085,-3.87673548270565,0.000105867345197343,0.00588261605258935
"MRGPRX2",14.54621967005,-6.20723065489098,1.34142734809699,-3.88185812841688,0.000103661350580559,0.005835087294406
"HRASLS5",3023.96626073891,-5.41335505829183,0.883143417545875,-4.9973254293803,5.81309219639016e-07,7.78729040665258e-05
"TMC2",51.3569197472661,-4.96823173050307,0.804008209102277,-4.93556121141329,7.99206090081952e-07,0.000100080293063088
"CCDC78",92.6208975390637,3.82546212046099,0.711576100108745,3.97070969644595,7.16588528073472e-05,0.00431476179569257
"PAQR4",2549.84740572086,3.34006757145695,0.58848283401112,3.97644151403188,6.99541934305776e-05,0.00424167865499583
"HSPB6",17235.1777135703,-5.43622284075067,0.82309716665256,-5.38967089243214,7.05868293796788e-08,1.29767127501088e-05
"IQGAP3",1549.52771468026,4.86831275261332,1.00650995968201,3.84329306968351,0.000121394359539461,0.00653525210966176
"ACVR1C",6948.77791672572,-7.20719808116386,1.08277323163846,-5.7326852011026,9.88530017111373e-09,2.53375565458487e-06
"LRRC15",3868.02454216601,3.76801941401433,0.634277648719672,4.36405006482846,1.27676337332657e-05,0.00103585670678199
"COL6A6",920.065194866456,-4.88268451607015,0.804551030486358,-4.82590211055106,1.39370955496741e-06,0.000163841461356407
"WBSCR28",13.1415538670173,7.04203817829938,1.58388142711757,3.81470359766451,0.000136346486140011,0.00714001099086522
"ADHFE1",953.145354698801,-4.06825785483919,0.698451474880839,-4.39294348309975,1.11826205484913e-05,0.000924626151667359
"PNCK",99.3758555090554,4.57550573365917,0.762997981618695,4.68612738145618,2.78423014246123e-06,0.000286363972486145
"TMEM37",3383.8459734587,-4.40338073425759,0.759310235162149,-4.48220052444152,7.38772751688258e-06,0.000644784440501252
"ADAMTS14",154.320791653432,4.21902460607993,0.481147967349996,6.69030074845634,2.22712409763184e-11,1.48026659735292e-08
"E2F7",131.680970495004,3.935964666625,0.63935770124177,4.59205333872216,4.38906150822064e-06,0.000428004759739484
"A2ML1",586.618175760573,6.62449612675502,1.4377111703153,3.91211826330982,9.14900865105046e-05,0.0053055039764699
"GCOM1",2883.39715773003,-4.49396194651146,0.599068190228271,-5.83232761061826,5.46594650510098e-09,1.47589096179141e-06
"LOC145820",76.569724947926,-3.91289629633405,0.720353009178899,-4.04370670937342,5.26127277210791e-05,0.00336740943610359
"CD300LG",3567.45785280873,-7.20005470705574,1.05556517109117,-5.87368253221785,4.26219244272401e-09,1.18798302585022e-06
"KIF18B",348.598178780117,4.89622537492496,1.03391300004014,3.76842671943742,0.00016427969696896,0.008042259046234
"EME1",173.069835938765,3.51026971183378,0.671993423945189,3.73555695991235,0.000187300176349948,0.00880345616794954
"NOTUM",14.5063334060697,5.14805665712351,0.995778492297712,4.16564194668641,3.10477668605026e-05,0.00214614583646538
"CILP2",611.48707060857,4.23159578872518,0.703431999510298,4.59404148656145,4.34742889969488e-06,0.000426863175088791
"GPBAR1",183.307036880499,-4.53083391803934,0.781612906846332,-4.51736900339276,6.26127386403479e-06,0.000565802458914773
"SGOL1",178.67133804951,4.71662409752303,0.875040379189648,4.24737439084229,2.16290355490346e-05,0.0016166204369386
"SHISA3",75.1661030885325,-3.94857772755055,0.776896659864412,-3.7953281045965,0.000147448327128462,0.00751638507701164
"KLB",2421.84907538493,-6.8930025465684,1.00748648472378,-5.84921250649241,4.93905752118183e-09,1.35479131783402e-06
"BTNL9",4908.12673260866,-6.23419716109958,0.729829906274449,-7.17180416436825,7.40157718533989e-13,1.16166009399196e-09
"PEBP4",27.3445319589245,-4.1351944539278,0.744685918013687,-4.21008962045416,2.55269407769167e-05,0.00186131250449746
"CDCA2",696.626225758848,5.4139288655337,0.931112499161704,4.74048932809692,2.13202682562645e-06,0.00023467232849459
"C14orf49",706.492536639706,-4.18616787667662,0.75155645454098,-4.23942587070535,2.24092176877727e-05,0.0016594506589978
"ZNF676",76.2961429563809,-3.56483597570099,0.552178769183139,-4.64493768837809,3.40179114092755e-06,0.000341781120385866
"XIRP1",48.0048506269497,3.95100315245191,0.635213276228934,4.64568872044223,3.38943756743854e-06,0.000341781120385866
"COL22A1",870.714078846152,7.05722826944841,1.22911336560044,4.92812822557612,8.30211272716232e-07,0.000103214971250426
"C10orf128",138.466634458515,-3.30353679195751,0.593901379661084,-3.87865203019405,0.000105036874783905,0.00585695889911334
"LCTL",96.6476002502927,6.41325495620201,1.43228107539355,3.77946413535808,0.000157166227828876,0.0078270593173222
"ALG1L",90.0328762712345,4.19259910840605,0.643064371920962,4.96466488863179,6.88197957581125e-07,8.80944363330328e-05
"AQPEP",1292.40875668257,-8.24474236096672,1.03930896845526,-6.9707301494133,3.15300249418728e-12,3.63246907347003e-09
"PLAC9",1049.03146449894,-4.07821627081761,0.782092542631066,-3.93587216732956,8.2895091477222e-05,0.0048724832510812
"SKA1",337.033093293386,4.59642387201812,0.911841387881432,3.94413317909822,8.00891426020873e-05,0.0047397961414612
"HEPACAM",637.771841371337,-9.16453643760314,1.16054020307021,-7.03511728073171,1.99093468558893e-12,2.45752445011873e-09
"LRRN4CL",1212.75431941961,-4.27280173891632,0.764425421706912,-4.28138788426001,1.85731292591514e-05,0.00143286717289015
"SKA3",650.741679826701,5.12379202313925,0.983197653610963,4.19426552534367,2.73757159094498e-05,0.00195487498607935
"C7orf41",12247.8467911678,-3.91773179099025,0.663955342574088,-4.39446993479787,1.11043369938543e-05,0.000924626151667359
"EBF3",1234.81715847265,-3.88064940352659,0.691878171551926,-4.16352115440369,3.13376976564406e-05,0.00214899505238472
"ANGPTL5",74.9640133689252,-6.3332468518398,1.13838253861614,-4.68493381699536,2.80050409988765e-06,0.000286363972486145
"CNIH2",175.468420589211,5.02747934734793,0.901183360067463,4.46910087981033,7.85490805515691e-06,0.000682113900005862
"MAMDC2",1594.10485145119,-3.60022558159654,0.603470885374295,-4.30878381147383,1.64154728889711e-05,0.00127781886033473
"ASPM",1365.88167007655,4.86922780943758,1.02034421634814,3.79208089529408,0.000149390230953561,0.00759297817973086
"LOC283392",1201.11081204521,-8.99908329897599,1.39849783358727,-5.71976810179077,1.06669537188917e-08,2.63336610308812e-06
"TMEM145",57.285103932839,5.08676199453829,0.806899630454247,5.06477118131488,4.08891189740711e-07,5.83970962802415e-05
"SEC14L4",39.6429999130534,5.68216100170414,1.2199534548404,3.83798331249997,0.000124048910015187,0.006636808711989
"CCDC141",69.6273217013209,-3.98191749376082,0.652944866123091,-4.56687485953626,4.95049346601421e-06,0.000472649047437523
"IGSF10",1983.53310364598,-3.42293957940348,0.57522069587101,-4.2121912455438,2.52905275325153e-05,0.00185188816224321
"SCARA5",3133.71284520061,-6.23680419480625,1.26628749699865,-4.13555705731795,3.54094617604917e-05,0.00238097629837766
"TUSC5",10954.1613489752,-7.83488861202527,1.32444054976309,-5.16058543605287,2.46178782572506e-07,3.86746867421407e-05
"TRIM59",533.466834412887,2.80511138638336,0.483037499461639,3.73700051941147,0.000186228539142694,0.00879293821017733
"GPIHBP1",1022.84742097776,-3.86968195986459,0.775130424190899,-3.7021923927964,0.000213744432090919,0.0097411866824246
"GPR120",86.4188679537194,-4.73879550760172,0.98079843740141,-3.81199170494961,0.000137851503948393,0.00719701462154737
"C11orf53",44.4453318865253,-3.85765930514183,0.693674215881708,-4.11959856617929,3.7953304541115e-05,0.00253232067866798
"GLDN",1244.78662260015,-5.21987137384595,0.832941852212619,-5.06622564664787,4.05780878955191e-07,5.83970962802415e-05
"HSD17B13",503.417901109932,-7.11263319452193,0.879517649582817,-6.94998354771089,3.65328815045712e-12,3.94577953300309e-09
"PLCXD3",286.734959822545,-4.07768822559425,0.83096463414537,-3.70375356438555,0.000212432635901195,0.00971176820372634
"BMP8A",517.322272899784,3.3683760446419,0.617501731486337,3.8354160383343,0.0001253519242134,0.00667420825135832
"PTCHD3",100.409826945295,-9.60029598743222,1.61986205554149,-5.3092767732974,1.1006109127448e-07,1.96078940032401e-05
"C18orf34",117.799310698478,-3.63454295459647,0.655045999662829,-4.02192053069944,5.7725535281098e-05,0.00364071158829436
"CENPW",2017.14909178613,4.92550571499427,1.05965907081913,3.70449876105889,0.000211809143186454,0.00970894908065015
"SLC16A12",74.2169308695728,-3.77390757067061,0.683829015796165,-4.05643443988849,4.98275402675869e-05,0.00320100268908613
"LOC388152",740.823378315342,2.61448784810214,0.430946596759461,3.74637567680639,0.000179407853613566,0.00860747017082262
"MUSTN1",170.601604831968,-3.44198568247275,0.646776358167888,-3.77562607481529,0.000159606271000963,0.00788044562619326
"TMEM195",80.6720451873282,-4.5463541728838,0.931529648224332,-3.80702233111292,0.000140650049434885,0.00727785747355401
"FAM180B",119.353098532625,-5.20064954909751,1.02355413395447,-4.10398376573247,4.06095972583946e-05,0.00267852843596304
"C14orf180",1156.54750790892,-8.58399024032472,1.16737152587298,-6.49663802160439,8.21347631461068e-11,4.27583254085537e-08
"KLHL31",1289.07102542231,-4.34174688984316,0.839283563032071,-3.98166607453918,6.84338793763156e-05,0.0041641051743032
"PRRT4",440.691300217335,-5.37933719216698,0.932609121446461,-4.69579064954319,2.65577437929182e-06,0.000278148103324496
"TMEM215",58.6881366479423,8.01439658322983,1.45901554034879,4.80762294111891,1.52735492240178e-06,0.000177142418886075
"MAP1LC3C",296.866511724757,-5.65844862839391,0.733380133389465,-6.35202457266458,2.12499367296817e-10,9.18050391564074e-08
"LOC572558",16.9787530158465,-5.65024130327422,1.18567910994806,-3.92200660723282,8.78145835498541e-05,0.00512676965650348
"HEPN1",428.686637811684,-6.90443996025432,1.128448286985,-5.23235315995724,1.67365596015673e-07,2.75451891880652e-05
"PGA3",35.9926378433946,-5.15983346595979,1.08739730059683,-3.82549548695461,0.000130509325467488,0.00685511140852174
"UCA1",127.912227127516,6.27831022356269,1.24523295892942,4.23881345712264,2.24704273019783e-05,0.0016594506589978
"ABCC6P1",35.6026715884565,-3.42528017289546,0.636388094269932,-3.81100808568356,0.000138401239662593,0.00720395127291951
"PLIN4",91672.8683243734,-7.93708858854518,1.09181845320022,-6.35370154095853,2.1019447911724e-10,9.18050391564074e-08
